Month,Reporting airport,Type of flight,Arrival/departure,Total Number of passengers,"Total Freight and mail total, tonne","Total Number of passengers, cumulative from the beginning of the year","Total Freight and mail, cumulative from the beginning of the year, tonnes",Helsinki-Vantaa Number of passengers,"Helsinki-Vantaa Freight and mail total, tonne","Helsinki-Vantaa Number of passengers, cumulative from the beginning of the year","Helsinki-Vantaa Freight and mail, cumulative from the beginning of the year, tonnes",Other domestic airports Number of passengers,"Other domestic airports Freight and mail total, tonne","Other domestic airports Number of passengers, cumulative from the beginning of the year","Other domestic airports Freight and mail, cumulative from the beginning of the year, tonnes",International Number of passengers,"International Freight and mail total, tonne","International Number of passengers, cumulative from the beginning of the year","International Freight and mail, cumulative from the beginning of the year, tonnes"
2021M05,Helsinki-Vantaa,Total,Departures,60558,6891,299792,33580,13,0,13,0,12792,134,98957,424,47753,6757,200822,33156
2021M05,Helsinki-Vantaa,Scheduled flight,Arrivals/departures total,123653,12537,601532,62434,0,0,0,0,26338,145,203469,482,97315,12393,398063,61953
2021M05,Helsinki-Vantaa,Scheduled flight,Arrivals,63525,6199,303983,30905,0,0,0,0,13574,11,104635,58,49951,6188,199348,30847
2021M05,Helsinki-Vantaa,Scheduled flight,Departures,60128,6339,297549,31529,0,0,0,0,12764,134,98834,424,47364,6205,198715,31105
2021M05,Helsinki-Vantaa,Charter flight,Arrivals/departures total,1608,984,6371,3503,13,0,13,0,43,0,235,0,1552,984,6123,3503
2021M05,Helsinki-Vantaa,Charter flight,Arrivals,1178,432,4128,1452,0,0,0,0,15,0,112,0,1163,432,4016,1452
2021M05,Helsinki-Vantaa,Charter flight,Departures,430,552,2243,2051,13,0,13,0,28,0,123,0,389,552,2107,2051
2021M05,Enontekiö,Total,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Total,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Total,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Enontekiö,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Ivalo,Total,Arrivals/departures total,1178,0,20177,0,1175,0,20019,0,3,0,60,0,0,0,98,0
2021M05,Ivalo,Total,Arrivals,546,0,9696,0,546,0,9639,0,0,0,3,0,0,0,54,0
2021M05,Ivalo,Total,Departures,632,0,10481,0,629,0,10380,0,3,0,57,0,0,0,44,0
2021M05,Ivalo,Scheduled flight,Arrivals/departures total,1178,0,20079,0,1175,0,20019,0,3,0,60,0,0,0,0,0
2021M05,Ivalo,Scheduled flight,Arrivals,546,0,9642,0,546,0,9639,0,0,0,3,0,0,0,0,0
2021M05,Ivalo,Scheduled flight,Departures,632,0,10437,0,629,0,10380,0,3,0,57,0,0,0,0,0
2021M05,Ivalo,Charter flight,Arrivals/departures total,0,0,98,0,0,0,0,0,0,0,0,0,0,0,98,0
2021M05,Ivalo,Charter flight,Arrivals,0,0,54,0,0,0,0,0,0,0,0,0,0,0,54,0
2021M05,Ivalo,Charter flight,Departures,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,0
2021M05,Joensuu,Total,Arrivals/departures total,397,0,874,0,357,0,760,0,24,0,35,0,16,0,79,0
2021M05,Joensuu,Total,Arrivals,212,0,466,0,188,0,406,0,16,0,18,0,8,0,42,0
2021M05,Joensuu,Total,Departures,185,0,408,0,169,0,354,0,8,0,17,0,8,0,37,0
2021M05,Joensuu,Scheduled flight,Arrivals/departures total,357,0,750,0,357,0,748,0,0,0,2,0,0,0,0,0
2021M05,Joensuu,Scheduled flight,Arrivals,188,0,402,0,188,0,400,0,0,0,2,0,0,0,0,0
2021M05,Joensuu,Scheduled flight,Departures,169,0,348,0,169,0,348,0,0,0,0,0,0,0,0,0
2021M05,Joensuu,Charter flight,Arrivals/departures total,40,0,124,0,0,0,12,0,24,0,33,0,16,0,79,0
2021M05,Joensuu,Charter flight,Arrivals,24,0,64,0,0,0,6,0,16,0,16,0,8,0,42,0
2021M05,Joensuu,Charter flight,Departures,16,0,60,0,0,0,6,0,8,0,17,0,8,0,37,0
2021M05,Jyväskylä,Total,Arrivals/departures total,48,0,137,0,46,0,134,0,1,0,1,0,1,0,2,0
2021M05,Jyväskylä,Total,Arrivals,19,0,66,0,18,0,65,0,1,0,1,0,0,0,0,0
2021M05,Jyväskylä,Total,Departures,29,0,71,0,28,0,69,0,0,0,0,0,1,0,2,0
2021M05,Jyväskylä,Scheduled flight,Arrivals/departures total,46,0,134,0,46,0,134,0,0,0,0,0,0,0,0,0
2021M05,Jyväskylä,Scheduled flight,Arrivals,18,0,65,0,18,0,65,0,0,0,0,0,0,0,0,0
2021M05,Jyväskylä,Scheduled flight,Departures,28,0,69,0,28,0,69,0,0,0,0,0,0,0,0,0
2021M05,Jyväskylä,Charter flight,Arrivals/departures total,2,0,3,0,0,0,0,0,1,0,1,0,1,0,2,0
2021M05,Jyväskylä,Charter flight,Arrivals,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2021M05,Jyväskylä,Charter flight,Departures,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0
2021M05,Kajaani,Total,Arrivals/departures total,283,0,1530,0,283,0,1530,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Total,Arrivals,150,0,794,0,150,0,794,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Total,Departures,133,0,736,0,133,0,736,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Scheduled flight,Arrivals/departures total,283,0,1530,0,283,0,1530,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Scheduled flight,Arrivals,150,0,794,0,150,0,794,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Scheduled flight,Departures,133,0,736,0,133,0,736,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Kajaani,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Kemi-Tornio,Total,Arrivals/departures total,637,0,1636,0,610,0,1608,0,27,0,28,0,0,0,0,0
2021M05,Kemi-Tornio,Total,Arrivals,319,0,874,0,293,0,847,0,26,0,27,0,0,0,0,0
2021M05,Kemi-Tornio,Total,Departures,318,0,762,0,317,0,761,0,1,0,1,0,0,0,0,0
2021M05,Kemi-Tornio,Scheduled flight,Arrivals/departures total,637,0,1636,0,610,0,1608,0,27,0,28,0,0,0,0,0
2021M05,Kemi-Tornio,Scheduled flight,Arrivals,319,0,874,0,293,0,847,0,26,0,27,0,0,0,0,0
2021M05,Kemi-Tornio,Scheduled flight,Departures,318,0,762,0,317,0,761,0,1,0,1,0,0,0,0,0
2021M05,Kemi-Tornio,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Kemi-Tornio,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Kemi-Tornio,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Kittilä,Total,Arrivals/departures total,1983,0,54596,3,1980,0,53121,3,3,0,46,0,0,0,1429,0
2021M05,Kittilä,Total,Arrivals,754,0,26055,3,751,0,25369,3,3,0,31,0,0,0,655,0
2021M05,Kittilä,Total,Departures,1229,0,28541,0,1229,0,27752,0,0,0,15,0,0,0,774,0
2021M05,Kittilä,Scheduled flight,Arrivals/departures total,1983,0,53117,3,1980,0,53094,3,3,0,23,0,0,0,0,0
2021M05,Kittilä,Scheduled flight,Arrivals,754,0,25379,3,751,0,25360,3,3,0,19,0,0,0,0,0
2021M05,Kittilä,Scheduled flight,Departures,1229,0,27738,0,1229,0,27734,0,0,0,4,0,0,0,0,0
2021M05,Kittilä,Charter flight,Arrivals/departures total,0,0,1479,0,0,0,27,0,0,0,23,0,0,0,1429,0
2021M05,Kittilä,Charter flight,Arrivals,0,0,676,0,0,0,9,0,0,0,12,0,0,0,655,0
2021M05,Kittilä,Charter flight,Departures,0,0,803,0,0,0,18,0,0,0,11,0,0,0,774,0
2021M05,Kokkola-Pietarsaari,Total,Arrivals/departures total,284,0,496,0,230,0,405,0,27,0,42,0,27,0,49,0
2021M05,Kokkola-Pietarsaari,Total,Arrivals,136,0,246,0,124,0,222,0,1,0,1,0,11,0,23,0
2021M05,Kokkola-Pietarsaari,Total,Departures,148,0,250,0,106,0,183,0,26,0,41,0,16,0,26,0
2021M05,Kokkola-Pietarsaari,Scheduled flight,Arrivals/departures total,257,0,447,0,230,0,405,0,27,0,42,0,0,0,0,0
2021M05,Kokkola-Pietarsaari,Scheduled flight,Arrivals,125,0,223,0,124,0,222,0,1,0,1,0,0,0,0,0
2021M05,Kokkola-Pietarsaari,Scheduled flight,Departures,132,0,224,0,106,0,183,0,26,0,41,0,0,0,0,0
2021M05,Kokkola-Pietarsaari,Charter flight,Arrivals/departures total,27,0,49,0,0,0,0,0,0,0,0,0,27,0,49,0
2021M05,Kokkola-Pietarsaari,Charter flight,Arrivals,11,0,23,0,0,0,0,0,0,0,0,0,11,0,23,0
2021M05,Kokkola-Pietarsaari,Charter flight,Departures,16,0,26,0,0,0,0,0,0,0,0,0,16,0,26,0
2021M05,Kuopio,Total,Arrivals/departures total,1283,1,5624,6,1139,1,5440,6,0,0,11,0,144,0,173,0
2021M05,Kuopio,Total,Arrivals,697,1,2895,5,556,1,2735,5,0,0,4,0,141,0,156,0
2021M05,Kuopio,Total,Departures,586,0,2729,0,583,0,2705,0,0,0,7,0,3,0,17,0
2021M05,Kuopio,Scheduled flight,Arrivals/departures total,1139,1,5440,6,1139,1,5438,6,0,0,2,0,0,0,0,0
2021M05,Kuopio,Scheduled flight,Arrivals,556,1,2733,5,556,1,2733,5,0,0,0,0,0,0,0,0
2021M05,Kuopio,Scheduled flight,Departures,583,0,2707,0,583,0,2705,0,0,0,2,0,0,0,0,0
2021M05,Kuopio,Charter flight,Arrivals/departures total,144,0,184,0,0,0,2,0,0,0,9,0,144,0,173,0
2021M05,Kuopio,Charter flight,Arrivals,141,0,162,0,0,0,2,0,0,0,4,0,141,0,156,0
2021M05,Kuopio,Charter flight,Departures,3,0,22,0,0,0,0,0,0,0,5,0,3,0,17,0
2021M05,Kuusamo,Total,Arrivals/departures total,1276,0,23043,0,1276,0,23038,0,0,0,0,0,0,0,5,0
2021M05,Kuusamo,Total,Arrivals,601,0,11103,0,601,0,11098,0,0,0,0,0,0,0,5,0
2021M05,Kuusamo,Total,Departures,675,0,11940,0,675,0,11940,0,0,0,0,0,0,0,0,0
2021M05,Kuusamo,Scheduled flight,Arrivals/departures total,1276,0,23022,0,1276,0,23022,0,0,0,0,0,0,0,0,0
2021M05,Kuusamo,Scheduled flight,Arrivals,601,0,11090,0,601,0,11090,0,0,0,0,0,0,0,0,0
2021M05,Kuusamo,Scheduled flight,Departures,675,0,11932,0,675,0,11932,0,0,0,0,0,0,0,0,0
2021M05,Kuusamo,Charter flight,Arrivals/departures total,0,0,21,0,0,0,16,0,0,0,0,0,0,0,5,0
2021M05,Kuusamo,Charter flight,Arrivals,0,0,13,0,0,0,8,0,0,0,0,0,0,0,5,0
2021M05,Kuusamo,Charter flight,Departures,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Total,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Total,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Total,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Lappeenranta,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Mariehamn,Total,Arrivals/departures total,596,1,4392,13,352,1,2037,13,181,0,1774,0,63,0,581,1
2021M05,Mariehamn,Total,Arrivals,311,1,2198,12,181,1,982,12,91,0,915,0,39,0,301,0
2021M05,Mariehamn,Total,Departures,285,0,2194,2,171,0,1055,1,90,0,859,0,24,0,280,1
2021M05,Mariehamn,Scheduled flight,Arrivals/departures total,596,1,4392,13,352,1,2037,13,181,0,1774,0,63,0,581,1
2021M05,Mariehamn,Scheduled flight,Arrivals,311,1,2198,12,181,1,982,12,91,0,915,0,39,0,301,0
2021M05,Mariehamn,Scheduled flight,Departures,285,0,2194,2,171,0,1055,1,90,0,859,0,24,0,280,1
2021M05,Mariehamn,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Mariehamn,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Mariehamn,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021M05,Oulu,Total,Arrivals/departures total,13276,18,56572,90,13248,18,56441,90,22,0,95,0,6,0,36,0
2021M05,Oulu,Total,Arrivals,6576,8,27737,48,6562,8,27684,48,14,0,38,0,0,0,15,0
2021M05,Oulu,Total,Departures,6700,10,28835,42,6686,10,28757,42,8,0,57,0,6,0,21,0
2021M05,Oulu,Scheduled flight,Arrivals/departures total,13241,18,56315,90,13241,18,56315,90,0,0,0,0,0,0,0,0
2021M05,Oulu,Scheduled flight,Arrivals,6555,8,27624,48,6555,8,27624,48,0,0,0,0,0,0,0,0
2021M05,Oulu,Scheduled flight,Departures,6686,10,28691,42,6686,10,28691,42,0,0,0,0,0,0,0,0
