Month,Reporting airport,Type of flight,Arrival/departure,Total Number of passengers,"Total Freight and mail total, tonne","Total Number of passengers, cumulative from the beginning of the year","Total Freight and mail, cumulative from the beginning of the year, tonnes",Helsinki-Vantaa Number of passengers,"Helsinki-Vantaa Freight and mail total, tonne","Helsinki-Vantaa Number of passengers, cumulative from the beginning of the year","Helsinki-Vantaa Freight and mail, cumulative from the beginning of the year, tonnes",Other domestic airports Number of passengers,"Other domestic airports Freight and mail total, tonne","Other domestic airports Number of passengers, cumulative from the beginning of the year","Other domestic airports Freight and mail, cumulative from the beginning of the year, tonnes",International Number of passengers,"International Freight and mail total, tonne","International Number of passengers, cumulative from the beginning of the year","International Freight and mail, cumulative from the beginning of the year, tonnes"
2022M06,Kuusamo,Scheduled flight,Arrivals,1476,0,21183,0,1476,0,19722,0,0,0,32,0,0,0,1429,0
2022M06,Kuusamo,Scheduled flight,Departures,1380,0,22249,0,1380,0,20696,0,0,0,0,0,0,0,1553,0
2022M06,Kuusamo,Charter flight,Arrivals/departures total,0,0,18201,0,0,0,0,0,0,0,25,0,0,0,18176,0
2022M06,Kuusamo,Charter flight,Arrivals,0,0,8344,0,0,0,0,0,0,0,24,0,0,0,8320,0
2022M06,Kuusamo,Charter flight,Departures,0,0,9857,0,0,0,0,0,0,0,1,0,0,0,9856,0
2022M06,Lappeenranta,Total,Arrivals/departures total,2666,0,19523,0,0,0,23,0,0,0,5,0,2666,0,19495,0
2022M06,Lappeenranta,Total,Arrivals,1250,0,9565,0,0,0,14,0,0,0,5,0,1250,0,9546,0
2022M06,Lappeenranta,Total,Departures,1416,0,9958,0,0,0,9,0,0,0,0,0,1416,0,9949,0
2022M06,Lappeenranta,Scheduled flight,Arrivals/departures total,2652,0,19431,0,0,0,0,0,0,0,0,0,2652,0,19431,0
2022M06,Lappeenranta,Scheduled flight,Arrivals,1244,0,9517,0,0,0,0,0,0,0,0,0,1244,0,9517,0
2022M06,Lappeenranta,Scheduled flight,Departures,1408,0,9914,0,0,0,0,0,0,0,0,0,1408,0,9914,0
2022M06,Lappeenranta,Charter flight,Arrivals/departures total,14,0,92,0,0,0,23,0,0,0,5,0,14,0,64,0
2022M06,Lappeenranta,Charter flight,Arrivals,6,0,48,0,0,0,14,0,0,0,5,0,6,0,29,0
2022M06,Lappeenranta,Charter flight,Departures,8,0,44,0,0,0,9,0,0,0,0,0,8,0,35,0
2022M06,Mariehamn,Total,Arrivals/departures total,2640,1,10807,5,681,0,4154,4,555,0,2157,0,1404,0,4496,1
2022M06,Mariehamn,Total,Arrivals,1329,1,5538,4,403,0,2340,4,305,0,1170,0,621,0,2028,0
2022M06,Mariehamn,Total,Departures,1311,0,5269,1,278,0,1814,0,250,0,987,0,783,0,2468,0
2022M06,Mariehamn,Scheduled flight,Arrivals/departures total,2548,1,10212,5,654,0,4117,4,555,0,1806,0,1339,0,4289,1
2022M06,Mariehamn,Scheduled flight,Arrivals,1301,1,5222,4,390,0,2319,4,305,0,978,0,606,0,1925,0
2022M06,Mariehamn,Scheduled flight,Departures,1247,0,4990,1,264,0,1798,0,250,0,828,0,733,0,2364,0
2022M06,Mariehamn,Charter flight,Arrivals/departures total,92,0,595,0,27,0,37,0,0,0,351,0,65,0,207,0
2022M06,Mariehamn,Charter flight,Arrivals,28,0,316,0,13,0,21,0,0,0,192,0,15,0,103,0
2022M06,Mariehamn,Charter flight,Departures,64,0,279,0,14,0,16,0,0,0,159,0,50,0,104,0
2022M06,Oulu,Total,Arrivals/departures total,64379,22,284764,124,59195,22,269070,124,6,0,456,0,5178,0,15238,0
2022M06,Oulu,Total,Arrivals,31541,11,139417,63,28765,11,131834,63,3,0,211,0,2773,0,7372,0
2022M06,Oulu,Total,Departures,32838,11,145347,61,30430,11,137236,61,3,0,245,0,2405,0,7866,0
2022M06,Oulu,Scheduled flight,Arrivals/departures total,59194,22,269236,124,59194,22,269065,124,0,0,56,0,0,0,115,0
2022M06,Oulu,Scheduled flight,Arrivals,28764,11,131974,63,28764,11,131831,63,0,0,28,0,0,0,115,0
2022M06,Oulu,Scheduled flight,Departures,30430,11,137262,61,30430,11,137234,61,0,0,28,0,0,0,0,0
2022M06,Oulu,Charter flight,Arrivals/departures total,5185,0,15528,0,1,0,5,0,6,0,400,0,5178,0,15123,0
2022M06,Oulu,Charter flight,Arrivals,2777,0,7443,0,1,0,3,0,3,0,183,0,2773,0,7257,0
2022M06,Oulu,Charter flight,Departures,2408,0,8085,0,0,0,2,0,3,0,217,0,2405,0,7866,0
2022M06,Pori,Total,Arrivals/departures total,908,0,4305,0,811,0,4074,0,0,0,0,0,97,0,231,0
2022M06,Pori,Total,Arrivals,425,0,2066,0,396,0,1969,0,0,0,0,0,29,0,97,0
2022M06,Pori,Total,Departures,483,0,2239,0,415,0,2105,0,0,0,0,0,68,0,134,0
2022M06,Pori,Scheduled flight,Arrivals/departures total,811,0,4072,0,811,0,4072,0,0,0,0,0,0,0,0,0
2022M06,Pori,Scheduled flight,Arrivals,396,0,1969,0,396,0,1969,0,0,0,0,0,0,0,0,0
2022M06,Pori,Scheduled flight,Departures,415,0,2103,0,415,0,2103,0,0,0,0,0,0,0,0,0
2022M06,Pori,Charter flight,Arrivals/departures total,97,0,233,0,0,0,2,0,0,0,0,0,97,0,231,0
2022M06,Pori,Charter flight,Arrivals,29,0,97,0,0,0,0,0,0,0,0,0,29,0,97,0
2022M06,Pori,Charter flight,Departures,68,0,136,0,0,0,2,0,0,0,0,0,68,0,134,0
2022M06,Rovaniemi,Total,Arrivals/departures total,23422,4,237253,31,22996,4,187122,31,0,0,28,0,426,0,50103,0
2022M06,Rovaniemi,Total,Arrivals,12020,2,114041,14,11644,2,90301,14,0,0,15,0,376,0,23725,0
2022M06,Rovaniemi,Total,Departures,11402,3,123212,17,11352,3,96821,17,0,0,13,0,50,0,26378,0
2022M06,Rovaniemi,Scheduled flight,Arrivals/departures total,22996,4,210869,31,22996,4,187112,31,0,0,0,0,0,0,23757,0
2022M06,Rovaniemi,Scheduled flight,Arrivals,11644,2,101480,14,11644,2,90293,14,0,0,0,0,0,0,11187,0
2022M06,Rovaniemi,Scheduled flight,Departures,11352,3,109389,17,11352,3,96819,17,0,0,0,0,0,0,12570,0
2022M06,Rovaniemi,Charter flight,Arrivals/departures total,426,0,26384,0,0,0,10,0,0,0,28,0,426,0,26346,0
2022M06,Rovaniemi,Charter flight,Arrivals,376,0,12561,0,0,0,8,0,0,0,15,0,376,0,12538,0
2022M06,Rovaniemi,Charter flight,Departures,50,0,13823,0,0,0,2,0,0,0,13,0,50,0,13808,0
2022M06,Savonlinna,Total,Arrivals/departures total,76,0,743,0,76,0,701,0,0,0,0,0,0,0,42,0
2022M06,Savonlinna,Total,Arrivals,40,0,369,0,40,0,347,0,0,0,0,0,0,0,22,0
2022M06,Savonlinna,Total,Departures,36,0,374,0,36,0,354,0,0,0,0,0,0,0,20,0
2022M06,Savonlinna,Scheduled flight,Arrivals/departures total,76,0,723,0,76,0,689,0,0,0,0,0,0,0,34,0
2022M06,Savonlinna,Scheduled flight,Arrivals,40,0,353,0,40,0,335,0,0,0,0,0,0,0,18,0
2022M06,Savonlinna,Scheduled flight,Departures,36,0,370,0,36,0,354,0,0,0,0,0,0,0,16,0
2022M06,Savonlinna,Charter flight,Arrivals/departures total,0,0,20,0,0,0,12,0,0,0,0,0,0,0,8,0
2022M06,Savonlinna,Charter flight,Arrivals,0,0,16,0,0,0,12,0,0,0,0,0,0,0,4,0
2022M06,Savonlinna,Charter flight,Departures,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
2022M06,Tampere-Pirkkala,Total,Arrivals/departures total,20850,0,47779,0,1432,0,2796,0,6,0,458,0,19412,0,44525,0
2022M06,Tampere-Pirkkala,Total,Arrivals,10139,0,22996,0,675,0,1285,0,6,0,242,0,9458,0,21469,0
2022M06,Tampere-Pirkkala,Total,Departures,10711,0,24783,0,757,0,1511,0,0,0,216,0,9954,0,23056,0
2022M06,Tampere-Pirkkala,Scheduled flight,Arrivals/departures total,19567,0,42352,0,1406,0,2765,0,0,0,0,0,18161,0,39587,0
2022M06,Tampere-Pirkkala,Scheduled flight,Arrivals,9387,0,20266,0,665,0,1274,0,0,0,0,0,8722,0,18992,0
2022M06,Tampere-Pirkkala,Scheduled flight,Departures,10180,0,22086,0,741,0,1491,0,0,0,0,0,9439,0,20595,0
2022M06,Tampere-Pirkkala,Charter flight,Arrivals/departures total,1283,0,5427,0,26,0,31,0,6,0,458,0,1251,0,4938,0
2022M06,Tampere-Pirkkala,Charter flight,Arrivals,752,0,2730,0,10,0,11,0,6,0,242,0,736,0,2477,0
2022M06,Tampere-Pirkkala,Charter flight,Departures,531,0,2697,0,16,0,20,0,0,0,216,0,515,0,2461,0
2022M06,Turku,Total,Arrivals/departures total,11737,8,40873,748,1584,0,2877,0,555,0,2181,0,9598,8,35815,747
2022M06,Turku,Total,Arrivals,5284,8,20452,407,709,0,1266,0,250,0,1002,0,4325,8,18184,407
2022M06,Turku,Total,Departures,6453,0,20421,340,875,0,1611,0,305,0,1179,0,5273,0,17631,340
2022M06,Turku,Scheduled flight,Arrivals/departures total,11620,0,37429,662,1584,0,2864,0,555,0,1806,0,9481,0,32759,661
2022M06,Turku,Scheduled flight,Arrivals,5244,0,18644,321,709,0,1263,0,250,0,828,0,4285,0,16553,321
2022M06,Turku,Scheduled flight,Departures,6376,0,18785,340,875,0,1601,0,305,0,978,0,5196,0,16206,340
2022M06,Turku,Charter flight,Arrivals/departures total,117,8,3444,86,0,0,13,0,0,0,375,0,117,8,3056,86
2022M06,Turku,Charter flight,Arrivals,40,8,1808,86,0,0,3,0,0,0,174,0,40,8,1631,86
2022M06,Turku,Charter flight,Departures,77,0,1636,0,0,0,10,0,0,0,201,0,77,0,1425,0
2022M06,Vaasa,Total,Arrivals/departures total,11451,0,45815,2,9777,0,35635,2,0,0,7,0,1674,0,10173,0
2022M06,Vaasa,Total,Arrivals,5841,0,22924,2,4843,0,17764,2,0,0,3,0,998,0,5157,0
2022M06,Vaasa,Total,Departures,5610,0,22891,0,4934,0,17871,0,0,0,4,0,676,0,5016,0
2022M06,Vaasa,Scheduled flight,Arrivals/departures total,9777,0,35594,2,9777,0,35594,2,0,0,0,0,0,0,0,0
2022M06,Vaasa,Scheduled flight,Arrivals,4843,0,17764,2,4843,0,17764,2,0,0,0,0,0,0,0,0
2022M06,Vaasa,Scheduled flight,Departures,4934,0,17830,0,4934,0,17830,0,0,0,0,0,0,0,0,0
2022M06,Vaasa,Charter flight,Arrivals/departures total,1674,0,10221,0,0,0,41,0,0,0,7,0,1674,0,10173,0
2022M06,Vaasa,Charter flight,Arrivals,998,0,5160,0,0,0,0,0,0,0,3,0,998,0,5157,0
2022M06,Vaasa,Charter flight,Departures,676,0,5061,0,0,0,41,0,0,0,4,0,676,0,5016,0
2022M07,Total,Total,Arrivals/departures total,1565309,13962,8227188,104769,110627,26,945542,206,111664,138,953466,824,1343018,13799,6328180,103740
2022M07,Total,Total,Arrivals,805978,6370,4107537,48159,56138,14,462101,113,54860,53,486365,251,694980,6303,3159071,47796
2022M07,Total,Total,Departures,759331,7593,4119651,56610,54489,13,483441,93,56804,84,467101,573,648038,7496,3169109,55944
2022M07,Total,Scheduled flight,Arrivals/departures total,1508211,13695,7785894,101972,110534,26,944593,206,111479,138,950529,824,1286198,13532,5890772,100943
2022M07,Total,Scheduled flight,Arrivals,777257,6365,3889497,47150,56095,14,461632,113,54773,53,484983,251,666389,6298,2942882,46787
2022M07,Total,Scheduled flight,Departures,730954,7331,3896397,54822,54439,13,482961,93,56706,84,465546,573,619809,7234,2947890,54156
2022M07,Total,Charter flight,Arrivals/departures total,57098,267,441294,2797,93,0,949,0,185,0,2937,0,56820,267,437408,2797
2022M07,Total,Charter flight,Arrivals,28721,5,218040,1009,43,0,469,0,87,0,1382,0,28591,5,216189,1009
2022M07,Total,Charter flight,Departures,28377,262,223254,1789,50,0,480,0,98,0,1555,0,28229,262,221219,1789
2022M07,Helsinki-Vantaa,Total,Arrivals/departures total,1405907,13931,6900986,103809,45,0,168,0,110755,137,946190,821,1295107,13794,5954628,102987
2022M07,Helsinki-Vantaa,Total,Arrivals,724994,6351,3459655,47632,25,0,84,0,54366,53,482833,249,670603,6298,2976738,47383
2022M07,Helsinki-Vantaa,Total,Departures,680913,7580,3441331,56176,20,0,84,0,56389,84,463357,572,624504,7496,2977890,55604
2022M07,Helsinki-Vantaa,Scheduled flight,Arrivals/departures total,1354234,13669,6653232,101102,0,0,0,0,110680,137,945104,821,1243554,13532,5708128,100281
2022M07,Helsinki-Vantaa,Scheduled flight,Arrivals,698899,6351,3335945,46715,0,0,0,0,54334,53,482384,249,644565,6298,2853561,46466
2022M07,Helsinki-Vantaa,Scheduled flight,Departures,655335,7318,3317287,54388,0,0,0,0,56346,84,462720,572,598989,7234,2854567,53815
2022M07,Helsinki-Vantaa,Charter flight,Arrivals/departures total,51673,262,247754,2706,45,0,168,0,75,0,1086,0,51553,262,246500,2706
2022M07,Helsinki-Vantaa,Charter flight,Arrivals,26095,1,123710,918,25,0,84,0,32,0,449,0,26038,1,123177,918
2022M07,Helsinki-Vantaa,Charter flight,Departures,25578,262,124044,1789,20,0,84,0,43,0,637,0,25515,262,123323,1789
2022M07,Enontekiö,Total,Arrivals/departures total,0,0,4152,0,0,0,0,0,0,0,0,0,0,0,4152,0
2022M07,Enontekiö,Total,Arrivals,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,2125,0
2022M07,Enontekiö,Total,Departures,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,2027,0
2022M07,Enontekiö,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M07,Enontekiö,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M07,Enontekiö,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M07,Enontekiö,Charter flight,Arrivals/departures total,0,0,4152,0,0,0,0,0,0,0,0,0,0,0,4152,0
2022M07,Enontekiö,Charter flight,Arrivals,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,2125,0
2022M07,Enontekiö,Charter flight,Departures,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,2027,0
2022M07,Ivalo,Total,Arrivals/departures total,4806,0,103378,0,4802,0,83652,0,2,0,361,0,2,0,19365,0
2022M07,Ivalo,Total,Arrivals,2478,0,49754,0,2478,0,39951,0,0,0,1,0,0,0,9802,0
2022M07,Ivalo,Total,Departures,2328,0,53624,0,2324,0,43701,0,2,0,360,0,2,0,9563,0
2022M07,Ivalo,Scheduled flight,Arrivals/departures total,4804,0,90104,0,4802,0,83632,0,2,0,361,0,0,0,6111,0
2022M07,Ivalo,Scheduled flight,Arrivals,2478,0,42415,0,2478,0,39938,0,0,0,1,0,0,0,2476,0
2022M07,Ivalo,Scheduled flight,Departures,2326,0,47689,0,2324,0,43694,0,2,0,360,0,0,0,3635,0
2022M07,Ivalo,Charter flight,Arrivals/departures total,2,0,13274,0,0,0,20,0,0,0,0,0,2,0,13254,0
2022M07,Ivalo,Charter flight,Arrivals,0,0,7339,0,0,0,13,0,0,0,0,0,0,0,7326,0
2022M07,Ivalo,Charter flight,Departures,2,0,5935,0,0,0,7,0,0,0,0,0,2,0,5928,0
2022M07,Joensuu,Total,Arrivals/departures total,1896,0,12813,2,1872,0,11239,2,0,0,0,0,24,0,1574,0
2022M07,Joensuu,Total,Arrivals,907,0,6182,2,899,0,5541,2,0,0,0,0,8,0,641,0
2022M07,Joensuu,Total,Departures,989,0,6631,0,973,0,5698,0,0,0,0,0,16,0,933,0
2022M07,Joensuu,Scheduled flight,Arrivals/departures total,1872,0,11218,2,1872,0,11218,2,0,0,0,0,0,0,0,0
2022M07,Joensuu,Scheduled flight,Arrivals,899,0,5527,2,899,0,5527,2,0,0,0,0,0,0,0,0
2022M07,Joensuu,Scheduled flight,Departures,973,0,5691,0,973,0,5691,0,0,0,0,0,0,0,0,0
2022M07,Joensuu,Charter flight,Arrivals/departures total,24,0,1595,0,0,0,21,0,0,0,0,0,24,0,1574,0
2022M07,Joensuu,Charter flight,Arrivals,8,0,655,0,0,0,14,0,0,0,0,0,8,0,641,0
2022M07,Joensuu,Charter flight,Departures,16,0,940,0,0,0,7,0,0,0,0,0,16,0,933,0
2022M07,Jyväskylä,Total,Arrivals/departures total,42,0,8349,1,33,0,2011,1,0,0,22,0,9,0,6316,0
2022M07,Jyväskylä,Total,Arrivals,21,0,4275,0,17,0,1095,0,0,0,0,0,4,0,3180,0
2022M07,Jyväskylä,Total,Departures,21,0,4074,1,16,0,916,1,0,0,22,0,5,0,3136,0
2022M07,Jyväskylä,Scheduled flight,Arrivals/departures total,33,0,2025,1,33,0,2011,1,0,0,14,0,0,0,0,0
2022M07,Jyväskylä,Scheduled flight,Arrivals,17,0,1095,0,17,0,1095,0,0,0,0,0,0,0,0,0
2022M07,Jyväskylä,Scheduled flight,Departures,16,0,930,1,16,0,916,1,0,0,14,0,0,0,0,0
2022M07,Jyväskylä,Charter flight,Arrivals/departures total,9,0,6324,0,0,0,0,0,0,0,8,0,9,0,6316,0
2022M07,Jyväskylä,Charter flight,Arrivals,4,0,3180,0,0,0,0,0,0,0,0,0,4,0,3180,0
2022M07,Jyväskylä,Charter flight,Departures,5,0,3144,0,0,0,0,0,0,0,8,0,5,0,3136,0
2022M07,Kajaani,Total,Arrivals/departures total,2833,0,19246,1,2833,0,18584,1,0,0,0,0,0,0,662,0
2022M07,Kajaani,Total,Arrivals,1347,0,9530,1,1347,0,9128,1,0,0,0,0,0,0,402,0
2022M07,Kajaani,Total,Departures,1486,0,9716,0,1486,0,9456,0,0,0,0,0,0,0,260,0
2022M07,Kajaani,Scheduled flight,Arrivals/departures total,2833,0,18494,1,2833,0,18494,1,0,0,0,0,0,0,0,0
2022M07,Kajaani,Scheduled flight,Arrivals,1347,0,9081,1,1347,0,9081,1,0,0,0,0,0,0,0,0
2022M07,Kajaani,Scheduled flight,Departures,1486,0,9413,0,1486,0,9413,0,0,0,0,0,0,0,0,0
2022M07,Kajaani,Charter flight,Arrivals/departures total,0,0,752,0,0,0,90,0,0,0,0,0,0,0,662,0
2022M07,Kajaani,Charter flight,Arrivals,0,0,449,0,0,0,47,0,0,0,0,0,0,0,402,0
2022M07,Kajaani,Charter flight,Departures,0,0,303,0,0,0,43,0,0,0,0,0,0,0,260,0
2022M07,Kemi-Tornio,Total,Arrivals/departures total,2717,0,15414,3,2569,0,14993,3,148,0,421,1,0,0,0,0
2022M07,Kemi-Tornio,Total,Arrivals,1277,0,7568,3,1131,0,7166,3,146,0,402,1,0,0,0,0
2022M07,Kemi-Tornio,Total,Departures,1440,0,7846,0,1438,0,7827,0,2,0,19,0,0,0,0,0
2022M07,Kemi-Tornio,Scheduled flight,Arrivals/departures total,2717,0,15414,3,2569,0,14993,3,148,0,421,1,0,0,0,0
2022M07,Kemi-Tornio,Scheduled flight,Arrivals,1277,0,7568,3,1131,0,7166,3,146,0,402,1,0,0,0,0
2022M07,Kemi-Tornio,Scheduled flight,Departures,1440,0,7846,0,1438,0,7827,0,2,0,19,0,0,0,0,0
2022M07,Kemi-Tornio,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M07,Kemi-Tornio,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M07,Kemi-Tornio,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M07,Kittilä,Total,Arrivals/departures total,3041,1,207940,5,2352,1,120770,5,2,0,81,0,687,0,87089,0
2022M07,Kittilä,Total,Arrivals,1426,1,99649,5,1027,1,57782,5,2,0,48,0,397,0,41819,0
2022M07,Kittilä,Total,Departures,1615,0,108291,0,1325,0,62988,0,0,0,33,0,290,0,45270,0
2022M07,Kittilä,Scheduled flight,Arrivals/departures total,2348,1,130272,5,2346,1,120369,5,2,0,21,0,0,0,9882,0
2022M07,Kittilä,Scheduled flight,Arrivals,1026,1,62353,5,1024,1,57584,5,2,0,20,0,0,0,4749,0
2022M07,Kittilä,Scheduled flight,Departures,1322,0,67919,0,1322,0,62785,0,0,0,1,0,0,0,5133,0
2022M07,Kittilä,Charter flight,Arrivals/departures total,693,0,77668,0,6,0,401,0,0,0,60,0,687,0,77207,0
2022M07,Kittilä,Charter flight,Arrivals,400,0,37296,0,3,0,198,0,0,0,28,0,397,0,37070,0
2022M07,Kittilä,Charter flight,Departures,293,0,40372,0,3,0,203,0,0,0,32,0,290,0,40137,0
2022M07,Kokkola-Pietarsaari,Total,Arrivals/departures total,1463,0,8733,3,583,0,6281,2,69,0,344,1,811,0,2108,0
2022M07,Kokkola-Pietarsaari,Total,Arrivals,712,0,4341,2,305,0,3248,2,2,0,27,0,405,0,1066,0
2022M07,Kokkola-Pietarsaari,Total,Departures,751,0,4392,0,278,0,3033,0,67,0,317,0,406,0,1042,0
2022M07,Kokkola-Pietarsaari,Scheduled flight,Arrivals/departures total,1445,0,8438,3,579,0,6258,2,69,0,330,1,797,0,1850,0
2022M07,Kokkola-Pietarsaari,Scheduled flight,Arrivals,702,0,4181,2,303,0,3227,2,2,0,21,0,397,0,933,0
2022M07,Kokkola-Pietarsaari,Scheduled flight,Departures,743,0,4257,0,276,0,3031,0,67,0,309,0,400,0,917,0
2022M07,Kokkola-Pietarsaari,Charter flight,Arrivals/departures total,18,0,295,0,4,0,23,0,0,0,14,0,14,0,258,0
2022M07,Kokkola-Pietarsaari,Charter flight,Arrivals,10,0,160,0,2,0,21,0,0,0,6,0,8,0,133,0
2022M07,Kokkola-Pietarsaari,Charter flight,Departures,8,0,135,0,2,0,2,0,0,0,8,0,6,0,125,0
2022M07,Kuopio,Total,Arrivals/departures total,9278,1,59356,6,9278,1,54714,6,0,0,10,0,0,0,4632,0
2022M07,Kuopio,Total,Arrivals,4822,0,29569,5,4822,0,27177,5,0,0,6,0,0,0,2386,0
2022M07,Kuopio,Total,Departures,4456,0,29787,1,4456,0,27537,1,0,0,4,0,0,0,2246,0
2022M07,Kuopio,Scheduled flight,Arrivals/departures total,9278,1,54700,6,9278,1,54700,6,0,0,0,0,0,0,0,0
2022M07,Kuopio,Scheduled flight,Arrivals,4822,0,27170,5,4822,0,27170,5,0,0,0,0,0,0,0,0
2022M07,Kuopio,Scheduled flight,Departures,4456,0,27530,1,4456,0,27530,1,0,0,0,0,0,0,0,0
2022M07,Kuopio,Charter flight,Arrivals/departures total,0,0,4656,0,0,0,14,0,0,0,10,0,0,0,4632,0
2022M07,Kuopio,Charter flight,Arrivals,0,0,2399,0,0,0,7,0,0,0,6,0,0,0,2386,0
2022M07,Kuopio,Charter flight,Departures,0,0,2257,0,0,0,7,0,0,0,4,0,0,0,2246,0
2022M07,Kuusamo,Total,Arrivals/departures total,3459,0,65092,1,3459,0,43877,0,0,0,57,0,0,0,21158,0
2022M07,Kuusamo,Total,Arrivals,1820,0,31347,1,1820,0,21542,0,0,0,56,0,0,0,9749,0
2022M07,Kuusamo,Total,Departures,1639,0,33745,0,1639,0,22335,0,0,0,1,0,0,0,11409,0
2022M07,Kuusamo,Scheduled flight,Arrivals/departures total,3459,0,46891,0,3459,0,43877,0,0,0,32,0,0,0,2982,0
2022M07,Kuusamo,Scheduled flight,Arrivals,1820,0,23003,0,1820,0,21542,0,0,0,32,0,0,0,1429,0
2022M07,Kuusamo,Scheduled flight,Departures,1639,0,23888,0,1639,0,22335,0,0,0,0,0,0,0,1553,0
2022M07,Kuusamo,Charter flight,Arrivals/departures total,0,0,18201,0,0,0,0,0,0,0,25,0,0,0,18176,0
2022M07,Kuusamo,Charter flight,Arrivals,0,0,8344,0,0,0,0,0,0,0,24,0,0,0,8320,0
2022M07,Kuusamo,Charter flight,Departures,0,0,9857,0,0,0,0,0,0,0,1,0,0,0,9856,0
2022M07,Lappeenranta,Total,Arrivals/departures total,3342,0,22865,0,0,0,23,0,0,0,5,0,3342,0,22837,0
2022M07,Lappeenranta,Total,Arrivals,1681,0,11246,0,0,0,14,0,0,0,5,0,1681,0,11227,0
2022M07,Lappeenranta,Total,Departures,1661,0,11619,0,0,0,9,0,0,0,0,0,1661,0,11610,0
2022M07,Lappeenranta,Scheduled flight,Arrivals/departures total,3322,0,22753,0,0,0,0,0,0,0,0,0,3322,0,22753,0
2022M07,Lappeenranta,Scheduled flight,Arrivals,1672,0,11189,0,0,0,0,0,0,0,0,0,1672,0,11189,0
2022M07,Lappeenranta,Scheduled flight,Departures,1650,0,11564,0,0,0,0,0,0,0,0,0,1650,0,11564,0
2022M07,Lappeenranta,Charter flight,Arrivals/departures total,20,0,112,0,0,0,23,0,0,0,5,0,20,0,84,0
2022M07,Lappeenranta,Charter flight,Arrivals,9,0,57,0,0,0,14,0,0,0,5,0,9,0,38,0
2022M07,Lappeenranta,Charter flight,Departures,11,0,55,0,0,0,9,0,0,0,0,0,11,0,46,0
2022M07,Mariehamn,Total,Arrivals/departures total,2138,1,12945,6,1191,1,5345,5,305,0,2462,1,642,0,5138,1
2022M07,Mariehamn,Total,Arrivals,1128,1,6666,5,700,1,3040,4,169,0,1339,0,259,0,2287,0
2022M07,Mariehamn,Total,Departures,1010,0,6279,1,491,0,2305,0,136,0,1123,0,383,0,2851,0
2022M07,Mariehamn,Scheduled flight,Arrivals/departures total,2098,1,12310,6,1191,1,5308,5,289,0,2095,1,618,0,4907,1
2022M07,Mariehamn,Scheduled flight,Arrivals,1108,1,6330,5,700,1,3019,4,157,0,1135,0,251,0,2176,0
2022M07,Mariehamn,Scheduled flight,Departures,990,0,5980,1,491,0,2289,0,132,0,960,0,367,0,2731,0
2022M07,Mariehamn,Charter flight,Arrivals/departures total,40,0,635,0,0,0,37,0,16,0,367,0,24,0,231,0
2022M07,Mariehamn,Charter flight,Arrivals,20,0,336,0,0,0,21,0,12,0,204,0,8,0,111,0
2022M07,Mariehamn,Charter flight,Departures,20,0,299,0,0,0,16,0,4,0,163,0,16,0,120,0
2022M07,Oulu,Total,Arrivals/departures total,49585,18,334349,142,46401,18,315471,142,39,0,495,0,3145,0,18383,0
2022M07,Oulu,Total,Arrivals,25251,9,164668,73,23679,9,155513,73,39,0,250,0,1533,0,8905,0
2022M07,Oulu,Total,Departures,24334,9,169681,69,22722,9,159958,69,0,0,245,0,1612,0,9478,0
2022M07,Oulu,Scheduled flight,Arrivals/departures total,46391,18,315627,142,46391,18,315456,142,0,0,56,0,0,0,115,0
2022M07,Oulu,Scheduled flight,Arrivals,23679,9,155653,73,23679,9,155510,73,0,0,28,0,0,0,115,0
2022M07,Oulu,Scheduled flight,Departures,22712,9,159974,69,22712,9,159946,69,0,0,28,0,0,0,0,0
2022M07,Oulu,Charter flight,Arrivals/departures total,3194,0,18722,0,10,0,15,0,39,0,439,0,3145,0,18268,0
2022M07,Oulu,Charter flight,Arrivals,1572,0,9015,0,0,0,3,0,39,0,222,0,1533,0,8790,0
2022M07,Oulu,Charter flight,Departures,1622,0,9707,0,10,0,12,0,0,0,217,0,1612,0,9478,0
2022M07,Pori,Total,Arrivals/departures total,152,0,4457,0,0,0,4074,0,0,0,0,0,152,0,383,0
2022M07,Pori,Total,Arrivals,16,0,2082,0,0,0,1969,0,0,0,0,0,16,0,113,0
2022M07,Pori,Total,Departures,136,0,2375,0,0,0,2105,0,0,0,0,0,136,0,270,0
2022M07,Pori,Scheduled flight,Arrivals/departures total,0,0,4072,0,0,0,4072,0,0,0,0,0,0,0,0,0
2022M07,Pori,Scheduled flight,Arrivals,0,0,1969,0,0,0,1969,0,0,0,0,0,0,0,0,0
